"Downtime_id";"Batch_id";"Downtime_minutes";"Severity";"Reason"
58211;"6541ZU";37;"Medium";"Maintenance"
17070;"5940BS";42;"Low";"Sensor Fault"
42934;"7110HX";27;"Low";"Packaging Issue"
85640;"7914XW";92;"High";"Cleaning"
68790;"3565WN";96;"Medium";"Power Failure"
89251;"7169PF";89;"Medium";"Sensor Fault"
11987;"7208CB";15;"Low";"Material Shortage"
33827;"5557AB";269;"High";"Machine Jam"
93831;"5782JW";145;"High";"Maintenance"
52511;"4518ZQ";48;"Medium";"Cleaning"
54661;"6771AO";120;"Medium";"Packaging Issue"
96312;"1520LF";271;"High";"Machine Jam"
77496;"8653QZ";79;"Medium";"Sensor Fault"
83687;"5195PK";114;"Medium";"Power Failure"
26708;"7725HF";44;"Medium";"Machine Jam"
45772;"6573BB";108;"Medium";"Cleaning"
63383;"8042KB";98;"Medium";"Machine Jam"
88546;"4529DH";233;"High";"Material Shortage"
61046;"2803GH";41;"Low";"Maintenance"
51711;"2958JD";59;"Medium";"Cleaning"
78945;"3179GN";5;"Low";"Packaging Issue"
24503;"6119VF";75;"Medium";"Packaging Issue"
20833;"3673PV";33;"Medium";"Packaging Issue"
46156;"6770QJ";67;"Medium";"Maintenance"
60342;"1738PP";62;"Medium";"Maintenance"
70803;"6866AE";114;"High";"Machine Jam"
91552;"7911WI";39;"Medium";"Machine Jam"
98923;"7921UO";65;"Medium";"Sensor Fault"
52525;"4461PR";41;"Medium";"Machine Jam"
61610;"8033BO";292;"High";"Maintenance"
22930;"6465GQ";10;"Low";"Sensor Fault"
19340;"7232TS";36;"Low";"Sensor Fault"
66082;"9675LY";94;"Medium";"Sensor Fault"
67900;"8590UZ";104;"Medium";"Maintenance"
24891;"6394GR";46;"Medium";"Machine Jam"
73274;"8820LT";15;"Low";"Machine Jam"
79671;"4634ZY";137;"High";"Packaging Issue"
78627;"4096LT";58;"Medium";"Machine Jam"
63472;"5391IU";34;"Medium";"Machine Jam"
24255;"4350FF";40;"Medium";"Power Failure"
99456;"3938MI";205;"High";"Sensor Fault"
58465;"1080XV";31;"Low";"Power Failure"
80716;"6840EJ";186;"High";"Power Failure"
58547;"4626XM";53;"Medium";"Maintenance"
45892;"3454UG";108;"Medium";"Maintenance"
23105;"3052VS";159;"High";"Machine Jam"
37073;"3441NL";79;"Medium";"Maintenance"
89736;"6580GX";35;"Medium";"Cleaning"
95681;"6083YT";6;"Low";"Packaging Issue"
71891;"2732PG";43;"Medium";"Cleaning"
48739;"8663DW";38;"Medium";"Material Shortage"
14892;"7553DC";26;"Low";"Machine Jam"
51399;"4780DF";32;"Low";"Material Shortage"
93018;"1869UH";209;"High";"Power Failure"
28726;"1297BV";34;"Medium";"Machine Jam"
61278;"3813HL";159;"High";"Maintenance"
61565;"7663QI";12;"Low";"Material Shortage"
51404;"3534QC";88;"Medium";"Machine Jam"
60962;"2752CT";76;"Medium";"Material Shortage"
32457;"2760LL";98;"Medium";"Machine Jam"
96213;"7127LQ";65;"Medium";"Maintenance"
22363;"7409DA";28;"Low";"Packaging Issue"
22938;"6280IN";100;"Medium";"Maintenance"
65340;"1244DR";118;"Medium";"Sensor Fault"
24367;"6219YT";119;"Medium";"Power Failure"
22198;"8110LK";200;"High";"Packaging Issue"
87186;"4820XC";107;"High";"Packaging Issue"
39929;"6909EP";295;"High";"Material Shortage"
15431;"1800UG";18;"Low";"Cleaning"
18325;"1219IN";53;"Medium";"Sensor Fault"
46715;"1673BS";71;"Medium";"Machine Jam"
32022;"5594OU";111;"High";"Sensor Fault"
24357;"8317KP";76;"Medium";"Sensor Fault"
46620;"3667QC";41;"Medium";"Power Failure"
41414;"5361JK";249;"High";"Machine Jam"
43556;"2328JE";35;"Medium";"Packaging Issue"
55775;"2185WC";115;"High";"Machine Jam"
95098;"3210RF";47;"Medium";"Packaging Issue"
58205;"8558MJ";120;"Medium";"Maintenance"
35330;"1143WT";85;"Medium";"Maintenance"
86110;"6905FV";78;"Medium";"Material Shortage"
34156;"1698BC";31;"Medium";"Maintenance"
51896;"4993ES";260;"High";"Maintenance"
69057;"1763DE";152;"High";"Cleaning"
16574;"1869DB";56;"Medium";"Machine Jam"
70034;"9408DB";16;"Low";"Material Shortage"
95783;"9233SH";5;"Low";"Maintenance"
58468;"1889WZ";33;"Low";"Sensor Fault"
68560;"4255DC";271;"High";"Sensor Fault"
13344;"3296SX";35;"Low";"Maintenance"
78168;"3749QA";23;"Low";"Cleaning"
82031;"1502SJ";286;"High";"Machine Jam"
48362;"7109WK";13;"Low";"Machine Jam"
59660;"6677HA";106;"Medium";"Material Shortage"
79572;"2280OK";36;"Medium";"Machine Jam"
66044;"6409MH";244;"High";"Material Shortage"
24908;"8348NR";24;"Low";"Cleaning"
78961;"7278ZH";34;"Medium";"Packaging Issue"
92874;"2389GZ";110;"Medium";"Machine Jam"
49046;"7393BQ";78;"Medium";"Packaging Issue"
14989;"8210ZK";105;"Medium";"Maintenance"
55618;"4328QJ";37;"Medium";"Maintenance"
47204;"7148KJ";124;"High";"Maintenance"
11139;"6579VS";218;"High";"Machine Jam"
95071;"7774PK";96;"Medium";"Machine Jam"
54151;"7491WX";16;"Low";"Power Failure"
95198;"3544GI";44;"Low";"Packaging Issue"
36253;"1427KX";81;"Medium";"Sensor Fault"
90354;"5408WD";86;"Medium";"Machine Jam"
93317;"7305FQ";31;"Medium";"Machine Jam"
54046;"5632ZE";39;"Medium";"Maintenance"
35224;"3255PQ";58;"Medium";"Packaging Issue"
13417;"3311KX";28;"Low";"Packaging Issue"
43139;"7653HI";74;"Medium";"Packaging Issue"
60766;"8221WT";68;"Medium";"Packaging Issue"
47411;"7413PB";47;"Medium";"Sensor Fault"
43075;"8493CZ";24;"Low";"Machine Jam"
92223;"2559WC";6;"Low";"Sensor Fault"
17126;"3217AQ";279;"High";"Machine Jam"
32512;"8540KJ";23;"Low";"Machine Jam"
24644;"5073QO";93;"Medium";"Maintenance"
67817;"1258GR";101;"Medium";"Maintenance"
22540;"8552TU";44;"Medium";"Material Shortage"
83174;"8420MS";19;"Low";"Cleaning"
13549;"9510ZU";32;"Low";"Packaging Issue"
76625;"4048WA";11;"Low";"Machine Jam"
87711;"8566GS";43;"Medium";"Sensor Fault"
58427;"8080WQ";37;"Low";"Material Shortage"
85297;"5952VU";36;"Medium";"Machine Jam"
21095;"1923SU";35;"Medium";"Maintenance"
61719;"2409JL";64;"Medium";"Maintenance"
12522;"9146NH";27;"Low";"Machine Jam"
96436;"6836TB";18;"Low";"Machine Jam"
70406;"1078ZE";61;"Medium";"Machine Jam"
74338;"5853VD";86;"Medium";"Material Shortage"
78906;"6330UT";74;"Medium";"Cleaning"
25559;"4808BB";81;"Medium";"Cleaning"
55847;"9051EY";85;"Medium";"Maintenance"
58402;"6015YD";56;"Medium";"Power Failure"
86455;"9026CO";6;"Low";"Machine Jam"
59582;"6514JI";269;"High";"Packaging Issue"
28990;"1026MS";253;"High";"Packaging Issue"
28197;"7865EE";56;"Medium";"Maintenance"
20370;"4290TU";43;"Low";"Maintenance"
27909;"8947UX";85;"Medium";"Maintenance"
47556;"8542MF";106;"Medium";"Power Failure"
33474;"5873KH";53;"Medium";"Sensor Fault"
35398;"1831NM";38;"Medium";"Maintenance"
24759;"3818CJ";283;"High";"Packaging Issue"
14386;"6699KU";265;"High";"Packaging Issue"
93421;"3078WX";96;"Medium";"Packaging Issue"
99519;"8661MO";209;"High";"Cleaning"
34466;"6606KI";92;"High";"Packaging Issue"
34683;"3217MY";240;"High";"Maintenance"
43203;"4718FR";24;"Low";"Packaging Issue"
86185;"3559WV";42;"Medium";"Packaging Issue"
27962;"1822QE";122;"High";"Maintenance"
54793;"5613OL";42;"Low";"Sensor Fault"
15186;"6710OM";232;"High";"Maintenance"
90839;"2754ZT";151;"High";"Sensor Fault"
72370;"9577VP";78;"Medium";"Sensor Fault"
37663;"2352IK";282;"High";"Maintenance"
39106;"4952NJ";157;"High";"Cleaning"
20436;"2270QU";54;"Medium";"Packaging Issue"
60953;"6828BF";172;"High";"Maintenance"
92168;"1245HN";15;"Low";"Cleaning"
19289;"3988CL";10;"Low";"Power Failure"
75967;"6638FS";65;"Medium";"Material Shortage"
59670;"1525IH";77;"Medium";"Material Shortage"
63045;"6851VT";244;"High";"Machine Jam"
34133;"3108LG";21;"Low";"Machine Jam"
56802;"3686SP";288;"High";"Maintenance"
98428;"4360TL";87;"Medium";"Machine Jam"
24427;"4241ZQ";245;"High";"Material Shortage"
80678;"3012OQ";220;"High";"Maintenance"
55542;"8174ZJ";26;"Low";"Machine Jam"
36945;"7167FU";50;"Medium";"Maintenance"
24258;"7828CK";29;"Low";"Maintenance"
72449;"9765RA";25;"Low";"Maintenance"
93368;"7313OY";38;"Medium";"Machine Jam"
22377;"3498WE";39;"Low";"Packaging Issue"
43672;"3547ON";31;"Medium";"Maintenance"
32129;"7277HO";77;"Medium";"Packaging Issue"
11106;"8879TS";9;"Low";"Power Failure"
19632;"9394OK";31;"Medium";"Sensor Fault"
33079;"5105ZE";208;"High";"Machine Jam"
36582;"5993JW";45;"Low";"Cleaning"
73416;"7433OI";281;"High";"Maintenance"
31193;"4165PB";10;"Low";"Machine Jam"
38670;"7636TJ";284;"High";"Machine Jam"
95670;"8916LS";195;"High";"Cleaning"
24256;"7118FL";86;"Medium";"Machine Jam"
46109;"8565RS";9;"Low";"Packaging Issue"
48041;"6216LR";65;"Medium";"Cleaning"
75986;"9356OM";235;"High";"Machine Jam"
97427;"4807NJ";41;"Medium";"Machine Jam"
60621;"6042LB";103;"Medium";"Material Shortage"
57716;"5740YK";183;"High";"Packaging Issue"
71991;"9917VH";108;"Medium";"Maintenance"
94550;"6189AT";39;"Low";"Machine Jam"
52378;"4790OH";14;"Low";"Machine Jam"
32988;"1067FI";33;"Medium";"Machine Jam"
81373;"4249KY";92;"Medium";"Packaging Issue"
19917;"3602JV";14;"Low";"Machine Jam"
80800;"6492UI";94;"Medium";"Machine Jam"
93093;"8660WY";190;"High";"Maintenance"
18332;"3425CB";36;"Medium";"Cleaning"
55999;"2950LC";18;"Low";"Machine Jam"
11320;"1387PW";120;"Medium";"Maintenance"
25982;"2423DK";11;"Low";"Machine Jam"
73836;"2400DJ";68;"Medium";"Machine Jam"
55952;"3409AX";88;"Medium";"Packaging Issue"
20500;"1023RY";43;"Low";"Machine Jam"
85387;"8710EO";71;"Medium";"Power Failure"
77354;"1757DC";61;"Medium";"Machine Jam"
32754;"4750XD";94;"Medium";"Cleaning"
33979;"2820XJ";40;"Low";"Packaging Issue"
28091;"5073PR";93;"Medium";"Maintenance"
66298;"3974HU";113;"Medium";"Packaging Issue"
46970;"5296SJ";273;"High";"Sensor Fault"
35385;"2195JT";28;"Low";"Maintenance"
18521;"4907JT";226;"High";"Packaging Issue"
13732;"9986XA";229;"High";"Maintenance"
61853;"2203SE";98;"Medium";"Cleaning"
73734;"4492KO";34;"Low";"Material Shortage"
42913;"1048HR";51;"Medium";"Material Shortage"
53503;"4627IS";81;"Medium";"Machine Jam"
87687;"1604JG";50;"Medium";"Maintenance"
25421;"3456WE";227;"High";"Sensor Fault"
11603;"4165HR";95;"High";"Machine Jam"
56931;"2231RU";20;"Low";"Maintenance"
41609;"5816SK";104;"Medium";"Machine Jam"
99151;"9412IG";93;"Medium";"Sensor Fault"
31915;"7089HR";45;"Medium";"Power Failure"
53125;"3229NM";84;"Medium";"Cleaning"
69812;"9605BO";37;"Medium";"Machine Jam"
79836;"7126ZV";7;"Low";"Packaging Issue"
21091;"5404HI";131;"High";"Packaging Issue"
14206;"6601YA";29;"Low";"Packaging Issue"
94759;"7043NM";36;"Medium";"Cleaning"
84975;"9088KZ";92;"High";"Cleaning"
77296;"1871TU";213;"High";"Packaging Issue"
17134;"2278EM";16;"Low";"Maintenance"
76763;"9465AT";29;"Low";"Cleaning"
59581;"4319WY";19;"Low";"Sensor Fault"
84841;"2476FV";260;"High";"Cleaning"
34556;"4987IH";133;"High";"Machine Jam"
89948;"4297FH";45;"Low";"Packaging Issue"
93282;"6349SV";83;"Medium";"Sensor Fault"
14300;"5292MJ";78;"Medium";"Packaging Issue"
74225;"2312SA";17;"Low";"Packaging Issue"
52475;"3332ZS";39;"Medium";"Packaging Issue"
19771;"7935CX";64;"Medium";"Cleaning"
28912;"4052HL";50;"Medium";"Machine Jam"
69584;"7871WM";14;"Low";"Cleaning"
15033;"4525II";254;"High";"Packaging Issue"
84043;"6477PQ";115;"Medium";"Packaging Issue"
86065;"6167AL";241;"High";"Material Shortage"
89614;"4534HL";107;"Medium";"Machine Jam"
89705;"7526VW";105;"Medium";"Maintenance"
57936;"3245GJ";166;"High";"Machine Jam"
55237;"7444DE";93;"Medium";"Packaging Issue"
30206;"1295DP";40;"Low";"Packaging Issue"
58535;"8851CN";19;"Low";"Sensor Fault"
42945;"1946DJ";40;"Low";"Machine Jam"
30113;"4235LJ";43;"Medium";"Machine Jam"
34534;"4182HS";81;"Medium";"Packaging Issue"
72626;"8869RA";15;"Low";"Sensor Fault"
45997;"4706HA";82;"Medium";"Cleaning"
68197;"6456VQ";162;"High";"Cleaning"
82838;"2937OH";36;"Low";"Machine Jam"
46298;"1080SC";36;"Medium";"Material Shortage"
27148;"1858EI";293;"High";"Machine Jam"
78577;"7588OO";115;"Medium";"Material Shortage"
65503;"9272PR";111;"High";"Sensor Fault"
49104;"9444YJ";117;"Medium";"Machine Jam"
96803;"5704FU";38;"Low";"Material Shortage"
55285;"7480XU";203;"High";"Machine Jam"
98008;"2930CS";118;"High";"Material Shortage"
53334;"4595YE";108;"Medium";"Sensor Fault"
23289;"8461RM";40;"Low";"Machine Jam"
86802;"7411RF";164;"High";"Packaging Issue"
38844;"2689EV";92;"Medium";"Packaging Issue"
30151;"4892HJ";43;"Low";"Machine Jam"
21800;"2692OP";44;"Medium";"Maintenance"
86866;"4137HU";6;"Low";"Sensor Fault"
42775;"9061UK";39;"Low";"Packaging Issue"
64559;"6368SK";34;"Medium";"Maintenance"
58251;"8129JH";31;"Medium";"Material Shortage"
53714;"9223YF";50;"Medium";"Machine Jam"
87795;"1720QQ";75;"Medium";"Sensor Fault"
81933;"2444DF";59;"Medium";"Sensor Fault"
53199;"7123UJ";77;"Medium";"Cleaning"
23093;"1702VU";50;"Medium";"Sensor Fault"
29165;"9898LH";255;"High";"Packaging Issue"
44146;"6932KM";263;"High";"Cleaning"
40730;"7065OQ";37;"Low";"Maintenance"
43089;"9232TZ";52;"Medium";"Power Failure"
66093;"9091XQ";33;"Low";"Machine Jam"
69319;"3083MS";214;"High";"Material Shortage"
96474;"1858OY";30;"Medium";"Machine Jam"
86806;"1509MK";40;"Medium";"Maintenance"
98410;"7674FO";62;"Medium";"Machine Jam"
93254;"8127JJ";171;"High";"Sensor Fault"
75846;"4893VZ";14;"Low";"Cleaning"
93953;"8588FN";42;"Low";"Maintenance"
79608;"6365RU";33;"Low";"Material Shortage"
33920;"3206EU";35;"Low";"Machine Jam"
53487;"5705BM";63;"Medium";"Sensor Fault"
51203;"2415YE";196;"High";"Machine Jam"
72077;"7434EE";84;"Medium";"Packaging Issue"
56354;"5605HS";272;"High";"Machine Jam"
17898;"8000HJ";204;"High";"Cleaning"
20323;"1394JY";155;"High";"Machine Jam"
72280;"4075OJ";46;"Medium";"Packaging Issue"
50280;"9797LU";140;"High";"Sensor Fault"
39360;"4224CT";32;"Medium";"Sensor Fault"
40445;"8731GU";11;"Low";"Machine Jam"
36897;"5932JR";65;"Medium";"Machine Jam"
32847;"2884RS";45;"Low";"Machine Jam"
86691;"8201QG";74;"Medium";"Sensor Fault"
37156;"7926DP";50;"Medium";"Cleaning"
32887;"8292DM";92;"Medium";"Sensor Fault"
36528;"9150JV";62;"Medium";"Packaging Issue"
84111;"9453OF";288;"High";"Packaging Issue"
89066;"8608TO";13;"Low";"Power Failure"
19355;"4700UV";38;"Medium";"Cleaning"
41041;"7560CC";19;"Low";"Cleaning"
62538;"4448XB";165;"High";"Cleaning"
31160;"3194ZB";207;"High";"Material Shortage"
20587;"1835CK";119;"High";"Packaging Issue"
14370;"5529CJ";76;"Medium";"Cleaning"
43249;"7197FE";92;"Medium";"Sensor Fault"
19304;"6253MY";232;"High";"Sensor Fault"
12528;"9341WU";129;"High";"Packaging Issue"
91578;"2636UP";14;"Low";"Packaging Issue"
72404;"2553VQ";92;"Medium";"Packaging Issue"
14810;"6546EI";102;"Medium";"Sensor Fault"
49601;"6519IU";68;"Medium";"Power Failure"
24564;"7980RL";14;"Low";"Sensor Fault"
18643;"7421FP";269;"High";"Sensor Fault"
15872;"7274AB";79;"Medium";"Material Shortage"
29624;"9643MP";159;"High";"Machine Jam"
64324;"6728SD";73;"Medium";"Machine Jam"
75693;"2964LC";65;"Medium";"Machine Jam"
89989;"5483XG";32;"Low";"Cleaning"
91391;"2749RS";36;"Low";"Maintenance"
61661;"8275BU";44;"Low";"Sensor Fault"
38416;"9468FE";40;"Low";"Cleaning"
65342;"3491IR";62;"Medium";"Sensor Fault"
65627;"3300HT";239;"High";"Material Shortage"
83505;"1709PR";273;"High";"Material Shortage"
53669;"6981ID";73;"Medium";"Packaging Issue"
86631;"7257CS";24;"Low";"Machine Jam"
19734;"6513WA";35;"Medium";"Material Shortage"
18313;"6469QN";100;"Medium";"Packaging Issue"
18878;"9543NL";75;"Medium";"Cleaning"
75126;"1736BR";36;"Low";"Material Shortage"
66383;"1316VQ";127;"High";"Sensor Fault"
65425;"6000ZE";47;"Medium";"Packaging Issue"
74006;"8925CQ";59;"Medium";"Maintenance"
33874;"9987FI";93;"High";"Maintenance"
94319;"7553WH";59;"Medium";"Machine Jam"
98510;"2810IM";34;"Low";"Cleaning"
12636;"3210BL";66;"Medium";"Machine Jam"
97398;"2669EK";289;"High";"Material Shortage"
24761;"6574SP";13;"Low";"Machine Jam"
29929;"7535KL";46;"Medium";"Sensor Fault"
55705;"7164DI";97;"High";"Material Shortage"
62856;"7955VG";8;"Low";"Maintenance"
86024;"8701OP";119;"Medium";"Maintenance"
31151;"4134ZQ";56;"Medium";"Machine Jam"
70721;"6859RZ";77;"Medium";"Maintenance"
94784;"6329IR";34;"Low";"Maintenance"
41894;"4593BQ";73;"Medium";"Machine Jam"
89900;"6233XE";214;"High";"Machine Jam"
81411;"3505DG";37;"Low";"Power Failure"
49919;"6393EC";34;"Low";"Cleaning"
94859;"7751IC";116;"Medium";"Power Failure"
24292;"4975JT";80;"Medium";"Maintenance"
48485;"7662WV";85;"Medium";"Machine Jam"
66413;"5961HP";37;"Low";"Packaging Issue"
26779;"3237SG";118;"Medium";"Material Shortage"
67366;"8789HO";38;"Low";"Packaging Issue"
45167;"7831YQ";102;"Medium";"Maintenance"
53177;"9495RL";42;"Low";"Machine Jam"
17612;"8262QM";114;"Medium";"Maintenance"
11657;"5764ZM";46;"Medium";"Cleaning"
75178;"3826SO";31;"Medium";"Power Failure"
94254;"2474WW";5;"Low";"Sensor Fault"
28860;"4208QM";40;"Low";"Cleaning"
26467;"2331BB";98;"Medium";"Power Failure"
13381;"6339XM";76;"Medium";"Cleaning"
57455;"8963TY";32;"Low";"Machine Jam"
60205;"1136AO";94;"Medium";"Maintenance"
56745;"4177TM";36;"Low";"Maintenance"
92601;"8969CE";94;"High";"Maintenance"
73609;"1933KY";36;"Low";"Cleaning"
70195;"7566OT";28;"Low";"Packaging Issue"
11794;"5733TJ";29;"Low";"Packaging Issue"
35179;"2232IH";290;"High";"Material Shortage"
17381;"7593SB";18;"Low";"Sensor Fault"
64433;"9790SU";16;"Low";"Power Failure"
45021;"1558BL";40;"Medium";"Machine Jam"
14591;"8934OA";124;"High";"Packaging Issue"
30095;"8579HI";41;"Low";"Sensor Fault"
93865;"5137KG";156;"High";"Packaging Issue"
94878;"3249VC";64;"Medium";"Power Failure"
33362;"3648MS";74;"Medium";"Sensor Fault"
53115;"8990ST";57;"Medium";"Cleaning"
71353;"3708OU";240;"High";"Machine Jam"
46474;"5277GY";72;"Medium";"Power Failure"
43622;"9254VF";78;"Medium";"Sensor Fault"
49615;"8278AL";68;"Medium";"Sensor Fault"
84293;"1785OA";9;"Low";"Machine Jam"
94440;"5570AG";113;"Medium";"Machine Jam"
69876;"4001UF";14;"Low";"Cleaning"
78541;"4066ON";177;"High";"Power Failure"
52665;"5684FK";92;"High";"Maintenance"
78305;"1528XC";115;"Medium";"Machine Jam"
12284;"1278UR";65;"Medium";"Machine Jam"
72102;"8072HC";201;"High";"Machine Jam"
60199;"8699FG";33;"Medium";"Packaging Issue"
59310;"4846LW";40;"Medium";"Maintenance"
80640;"1827UT";60;"Medium";"Maintenance"
35223;"5024BJ";54;"Medium";"Packaging Issue"
12504;"3123IQ";117;"Medium";"Power Failure"
72675;"7372ES";37;"Medium";"Machine Jam"
47492;"6835DC";237;"High";"Machine Jam"
67626;"5635AW";31;"Low";"Packaging Issue"
22963;"4087VS";25;"Low";"Cleaning"
39108;"4504TQ";61;"Medium";"Material Shortage"
93045;"2673PX";47;"Medium";"Sensor Fault"
40632;"7776PV";64;"Medium";"Packaging Issue"
37026;"3971GY";137;"High";"Cleaning"
50295;"6888ZM";76;"Medium";"Packaging Issue"
57487;"8599MZ";89;"Medium";"Machine Jam"
11036;"5364MD";33;"Medium";"Sensor Fault"
51415;"3154DW";101;"Medium";"Machine Jam"
52167;"4837JI";28;"Low";"Packaging Issue"
12303;"5154TC";79;"Medium";"Material Shortage"
48233;"9698AK";41;"Medium";"Power Failure"
11467;"1733YS";33;"Low";"Machine Jam"
43958;"3648GY";15;"Low";"Machine Jam"
97447;"4101RW";99;"Medium";"Cleaning"
10390;"3277LY";54;"Medium";"Machine Jam"
82501;"2650YJ";64;"Medium";"Maintenance"
11590;"5913KQ";122;"High";"Material Shortage"
59145;"7764MQ";66;"Medium";"Packaging Issue"
71213;"1056IZ";73;"Medium";"Sensor Fault"
16918;"6624EO";102;"Medium";"Cleaning"
48536;"8906LY";228;"High";"Material Shortage"
57175;"9968AS";37;"Medium";"Power Failure"
17970;"3603JY";78;"Medium";"Packaging Issue"
23533;"1447TZ";21;"Low";"Machine Jam"
44095;"8007PB";118;"Medium";"Power Failure"
80043;"6628OB";62;"Medium";"Cleaning"
73716;"4813PR";31;"Low";"Maintenance"
25680;"9397TS";136;"High";"Power Failure"
68522;"5260TA";17;"Low";"Power Failure"
77844;"4683AA";43;"Low";"Cleaning"
76748;"1917KH";230;"High";"Cleaning"
12652;"5803NG";22;"Low";"Maintenance"
31112;"7353SF";14;"Low";"Material Shortage"
23354;"4271DA";85;"Medium";"Power Failure"
82422;"3134OQ";249;"High";"Maintenance"
49636;"5665GN";254;"High";"Sensor Fault"
48871;"5747WV";213;"High";"Sensor Fault"
10123;"7308RZ";120;"Medium";"Machine Jam"
73453;"3898XW";76;"Medium";"Power Failure"
64978;"9101UP";75;"Medium";"Machine Jam"
62359;"3329US";221;"High";"Machine Jam"
10369;"9001WE";199;"High";"Maintenance"
14954;"7484ZD";57;"Medium";"Packaging Issue"
59139;"7098GI";65;"Medium";"Cleaning"
10935;"3755RA";39;"Medium";"Material Shortage"
11889;"7359NV";207;"High";"Machine Jam"
54082;"3483PT";25;"Low";"Material Shortage"
62935;"1691CI";18;"Low";"Machine Jam"
93706;"4870MA";43;"Low";"Material Shortage"
40789;"8865KK";20;"Low";"Machine Jam"
62876;"1610IQ";45;"Medium";"Machine Jam"
94247;"8136XE";50;"Medium";"Machine Jam"
85259;"6204MH";207;"High";"Machine Jam"
14637;"2695QJ";94;"Medium";"Power Failure"
91379;"2649LQ";281;"High";"Machine Jam"
19967;"1427XI";149;"High";"Material Shortage"
11633;"3110YB";51;"Medium";"Machine Jam"
66288;"2709IJ";112;"Medium";"Machine Jam"
87450;"9333AS";23;"Low";"Machine Jam"
40330;"3297SP";21;"Low";"Sensor Fault"
78965;"4335AK";28;"Low";"Machine Jam"
95427;"7336BJ";78;"Medium";"Packaging Issue"
83427;"1805NU";46;"Medium";"Material Shortage"
10510;"1475GS";71;"Medium";"Sensor Fault"
42885;"9315LN";40;"Low";"Maintenance"
38488;"3030FO";43;"Low";"Sensor Fault"
91628;"2460LQ";115;"Medium";"Maintenance"
31153;"8308MX";60;"Medium";"Packaging Issue"
76566;"8514UR";113;"High";"Machine Jam"
65888;"8614BE";18;"Low";"Power Failure"
63288;"5679RQ";106;"Medium";"Maintenance"
68617;"9109GG";35;"Low";"Maintenance"
81139;"9372ZB";44;"Medium";"Maintenance"
30334;"7521JH";103;"Medium";"Power Failure"
59690;"6510GO";22;"Low";"Machine Jam"
16005;"2562IW";201;"High";"Machine Jam"
83077;"9012OH";55;"Medium";"Maintenance"
40620;"6799TG";200;"High";"Maintenance"
64184;"9017OT";96;"Medium";"Machine Jam"
45507;"5681SH";46;"Medium";"Machine Jam"
49050;"1483VK";32;"Low";"Maintenance"
42002;"2112NT";89;"Medium";"Packaging Issue"
78435;"3764JP";18;"Low";"Maintenance"
30065;"2815BO";98;"Medium";"Machine Jam"
72636;"3281RD";30;"Medium";"Cleaning"
64233;"6757PF";34;"Medium";"Maintenance"
14362;"7342CF";37;"Low";"Maintenance"
61371;"5167YX";106;"Medium";"Machine Jam"
49212;"8717ZU";70;"Medium";"Packaging Issue"
53437;"8182PD";108;"Medium";"Maintenance"
90600;"7661DB";7;"Low";"Sensor Fault"
12241;"3895UZ";30;"Low";"Power Failure"
23701;"4024OK";36;"Medium";"Machine Jam"
25556;"7396IK";255;"High";"Machine Jam"
92385;"8036LH";104;"Medium";"Machine Jam"
24120;"6068QZ";30;"Medium";"Cleaning"
95955;"7067ET";39;"Medium";"Power Failure"
71235;"8705MX";297;"High";"Machine Jam"
78463;"2725XW";32;"Low";"Machine Jam"
27274;"1420MD";105;"High";"Maintenance"
45774;"4170LY";31;"Low";"Cleaning"
40325;"5251WS";54;"Medium";"Machine Jam"
23833;"3759ZZ";163;"High";"Packaging Issue"
98314;"7021QD";32;"Low";"Material Shortage"
41878;"5216PV";48;"Medium";"Machine Jam"
78648;"8863JL";95;"Medium";"Maintenance"
62589;"1469FC";237;"High";"Maintenance"
37632;"1209ZE";51;"Medium";"Cleaning"
90954;"6057PW";162;"High";"Sensor Fault"
56328;"8105YP";37;"Medium";"Cleaning"
29837;"8058RI";72;"Medium";"Sensor Fault"
54882;"2329TM";44;"Medium";"Machine Jam"
83277;"7345GT";40;"Low";"Cleaning"
79772;"1467KK";156;"High";"Packaging Issue"
84487;"8652DS";44;"Medium";"Maintenance"
10042;"9064ZV";72;"Medium";"Maintenance"
52180;"6727MX";45;"Low";"Packaging Issue"
21056;"2137CO";18;"Low";"Machine Jam"
42088;"5241FY";73;"Medium";"Machine Jam"
38945;"9134HZ";95;"High";"Machine Jam"
13182;"1499BW";12;"Low";"Sensor Fault"
16153;"6006WB";9;"Low";"Machine Jam"
94712;"7397HE";35;"Medium";"Sensor Fault"
24236;"5734XM";279;"High";"Packaging Issue"
18330;"5242NK";21;"Low";"Sensor Fault"
18628;"4793KD";233;"High";"Machine Jam"
42396;"2791FF";146;"High";"Material Shortage"
91741;"4573MX";35;"Low";"Maintenance"
51547;"1327NI";8;"Low";"Cleaning"
68051;"2030WZ";33;"Medium";"Machine Jam"
13671;"7621XL";110;"High";"Material Shortage"
57128;"2534OT";88;"Medium";"Packaging Issue"
85168;"5617RJ";92;"Medium";"Maintenance"
99298;"3442IF";100;"High";"Machine Jam"
79874;"5950MG";176;"High";"Maintenance"
31168;"5608FS";28;"Low";"Maintenance"
40414;"5078RU";102;"Medium";"Packaging Issue"
18724;"2084PV";19;"Low";"Machine Jam"
21485;"9707KS";96;"Medium";"Maintenance"
44613;"4242RR";290;"High";"Maintenance"
26559;"8054NT";66;"Medium";"Machine Jam"
50928;"4054HY";173;"High";"Sensor Fault"
